0,0,-0.9228710093082808,-0.8168326442023848,-1.506511019083187
0,1,-9.643958938782157,-9.659263782382169,-9.673651465150034
0,2,-9.969065027985875,-9.982848978903773,-9.98280863880392
0,3,-9.987101087722545,-9.987033553528796,-9.96658997609931
0,4,-9.989847399112767,-9.989864851425045,-9.96463841704234
0,5,-9.991041956264015,-9.991048924299974,-9.971343745032673
0,6,-9.991329504977614,-9.966950027431421,-9.991393585236011
0,7,-9.991558614286468,-9.991617695074089,-9.974244763711429
0,8,-9.991031001219442,-9.99103084380615,-9.971440604571782
0,9,-9.98933310811773,-9.989251593149731,-9.966746471739961
0,10,-9.988991403381396,-9.988993871543734,-9.960472036155837
0,11,-9.985693675355252,-9.985631677432767,-9.954781638835552
0,12,-9.982121016825513,-9.982129188236009,-9.94800960244777
0,13,-9.967128616814845,-9.977207426189109,-9.977136018179916
0,14,-0.9678138810798083,-1.9887266522080451,-1.8903100635907437
0,15,-0.1418960225414525,-1.2271660383932057,-0.008438427055173836
0,16,-1.981616319355976,-1.3085699535918272,-0.6953418209247313
0,17,-0.595917030993897,-0.37652776845670943,-0.39623343770371844
0,18,-0.9281433418264435,-0.7517465245927162,-1.372425639205535
0,19,-1.8336303920810046,-0.6965364836027237,-0.8833645122550504
1,0,-2.2608291432558656,-2.4513556715882157,-2.823607993235075
1,1,-9.813137619693684,-9.827924321771254,-9.823298687364101
1,2,-9.97342078912806,-9.985281828273653,-9.985263322855305
1,3,-9.970518708927612,-9.990192429468244,-9.990245878674868
1,4,-9.991830306784438,-9.991817992092312,-9.985012441914519
1,5,-9.991825251270747,-9.991837705633404,-9.981492110571146
1,6,-9.991103293583299,-9.991128973634618,-9.981135382935205
1,7,-9.989119278373996,-9.989059425648659,-9.979961985331315
1,8,-9.988837336530494,-9.975920164835275,-9.988753295207017
1,9,-9.98718072918597,-9.987244491016956,-9.968490659600262
1,10,-9.985239763890556,-9.985226759409509,-9.962032568391077
1,11,-9.983099079446848,-9.983148841816394,-9.955837678338215
1,12,-9.981349592599885,-9.981407160877625,-9.948617485757154
1,13,-9.978761773213211,-9.978934367364653,-9.936552361640365
1,14,-9.974685799739724,-9.974734795014827,-9.927607252528196
1,15,-0.30737974287718783,-0.055255466406678,-1.0975153777216426
1,16,-1.022347156135003,-0.5542939149571413,-0.37638462916314985
1,17,-1.830495727154766,-0.10231990087387866,-1.1005533635223343
1,18,-0.40781683936371693,-0.32310008961372616,-0.8308826895569295
1,19,-1.1817284962715797,-0.5424969377849398,-0.3902418985892464
2,0,-6.721728511755128,-7.010336727570857,-6.957254383451408
2,1,-9.925148345614799,-9.920584516145388,-9.924654648439102
2,2,-9.9771581389796,-9.988460997157524,-9.988589965805328
2,3,-9.992342940250262,-9.987743436632918,-9.992331876251622
